"AS","ASC","NRC"
"negative",1,0.6741
"negative",1,0.7192
"neutral",0.6648,0
"negative",1,0.7078
"negative",1,1
"negative",1,0.6968
"neutral",1,0.638298279794716
"positive",1,0.638298279794716
"negative",1,1
"positive",1,0.638298279794716
"neutral",1,0.638298279794716
"negative",0.6749,0.6749
"negative",1,1
"negative",0.7221,0.7221
"negative",1,0.6983
"negative",1,1
"neutral",1,0.638298279794716
"negative",1,0.662
"positive",1,0.638298279794716
"negative",1,1
"negative",1,0.6521
"negative",1,1
"negative",1,1
"negative",1,1
"neutral",1,0.638298279794716
"negative",0.702,0.702
"positive",1,0.638298279794716
"positive",0.6874,0
"negative",1,1
"negative",1,0.6827
"negative",1,0.6812
"negative",1,0.6458
"neutral",0.6594,0
"negative",1,1
"negative",1,0.668
"positive",1,0.638298279794716
"neutral",0.71,0
"negative",1,0.666
"negative",0.657,0.3548
"negative",0.6804,0.3512
"negative",1,1
"negative",1,0.6599
"negative",0.7206,0.7206
"positive",1,0.638298279794716
"positive",1,0.638298279794716
"negative",1,0.6954
"negative",1,1
"negative",1,1
"positive",1,0.638298279794716
"neutral",0.6677,0
"neutral",0.7219,0
"negative",1,1
"neutral",0.6804,0
"negative",1,1
"positive",0.6708,0.638298279794716
"negative",1,0.6887
"negative",1,1
"neutral",1,0.638298279794716
"negative",1,1
"negative",1,0.6777
"negative",1,0.6629
"positive",1,0.638298279794716
"negative",0.7038,0.3613
"negative",0.642,0.642
"neutral",1,0.638298279794716
"neutral",1,0.638298279794716
"negative",1,0.6927
"positive",1,0.638298279794716
"negative",1,0.6601
"negative",1,0.6688
"negative",1,0.684
"negative",1,0.3764
"negative",1,1
"negative",1,0.669
"negative",0.6659,0.6659
"positive",1,0.638298279794716
"negative",1,0.6496
"negative",1,0.64
"negative",1,1
"negative",1,1
"negative",1,1
"negative",1,1
"negative",1,1
"positive",0.6621,0
"negative",1,0.6347
"neutral",0.6598,0
"negative",1,0.6632
"negative",1,0.6776
"positive",1,0.638298279794716
"negative",1,0.6782
"negative",1,0.6883
"positive",0.7007,0.638298279794716
"negative",1,0.7004
"negative",1,1
"neutral",0.3498,0
"negative",1,0.6194
"negative",0.6748,0.3521
"negative",0.659,0.3415
"negative",1,1
"negative",1,0.3534
"negative",1,0.6113
"negative",1,1
"negative",1,1
"negative",1,0.6958
"negative",1,0.3636
"negative",1,0.6942
"negative",1,1
"neutral",1,0.638298279794716
"positive",1,0.638298279794716
"negative",1,1
"negative",1,1
"negative",1,1
"negative",1,0.6553
"negative",1,1
"negative",0.6422,0.6422
"negative",0.7135,0.7135
"positive",0.7066,0.638298279794716
"negative",1,0.6236
"negative",1,0.3432
"negative",1,0.6799
"negative",1,1
"negative",0.7033,0.3663
"negative",1,0.681
"negative",1,0.662
"negative",0.7195,0.3707
"negative",1,0.6699
"negative",1,0.3536
"negative",1,1
"negative",1,1
"neutral",1,0.638298279794716
"negative",1,1
"negative",1,0.6453
"neutral",1,0.638298279794716
"negative",1,0.7033
"negative",1,1
"negative",1,1
"negative",1,0.7117
"neutral",0.6733,0
"negative",1,0.6901
"negative",1,0.6999
"negative",1,0.6805
"negative",0.656,0.3477
"neutral",0.6575,0.638298279794716
"negative",1,1
"negative",1,0.3764
"positive",0.6826,0
"negative",1,1
"negative",0.6784,0.6784
"neutral",0.6769,0
"neutral",1,0.638298279794716
"neutral",0.6778,0
"negative",1,1
"negative",0.6406,0.6406
"negative",1,0.6596
"neutral",0.639,0.638298279794716
"negative",1,1
"positive",1,0.638298279794716
"positive",1,0.638298279794716
"neutral",0.6654,0.638298279794716
"negative",0.7004,0.3686
"negative",1,0.3769
"negative",1,1
"negative",1,1
"neutral",1,0.638298279794716
"negative",1,0.6716
"negative",1,0.6858
"negative",1,0.6663
"negative",1,0.6638
"negative",1,1
"neutral",1,0.638298279794716
"negative",0.6749,0.3599
"negative",1,0.7066
"negative",0.65,0.3269
"negative",1,0.6579
"neutral",1,0.638298279794716
"negative",1,1
"neutral",1,0.638298279794716
"negative",1,0.6776
"neutral",0.6641,0
"negative",0.6952,0.6952
"negative",0.6991,0.6991
"negative",1,1
"neutral",0.6873,0
"negative",1,1
"negative",1,0.3478
"negative",1,0.6491
"negative",1,1
"negative",0.6402,0.6402
"negative",1,0.6878
"negative",1,1
"negative",0.6984,0.6984
"negative",1,1
"negative",1,0.6613
"negative",1,1
"neutral",1,0.638298279794716
"positive",0.6749,0
"negative",1,1
"negative",1,0.6554
"neutral",1,0.638298279794716
"negative",1,1
"neutral",1,0.638298279794716
"negative",1,0.6371
"negative",0.6613,0.6613
"negative",1,0.6575
"negative",1,0.6639
"positive",0.6527,0
"negative",1,0.6387
"neutral",1,0.638298279794716
"negative",1,0.6781
"negative",0.6163,0.6163
"neutral",1,0.638298279794716
"negative",1,0.6427
"negative",1,0.658
"negative",1,0.6949
"negative",1,1
"negative",1,1
"neutral",1,0.638298279794716
"negative",1,1
"neutral",0.6812,0
"positive",1,0.638298279794716
"negative",1,1
"negative",1,1
"negative",1,0.6545
"negative",0.6714,0.6714
"negative",1,0.3964
"negative",0.6595,0.6595
"negative",1,0.6704
"positive",1,0.638298279794716
"negative",1,1
"negative",1,1
"neutral",0.6438,0
"negative",1,0.3442
"neutral",0.6491,0.638298279794716
"negative",1,0.6412
"negative",0.6488,0.3346
"positive",1,0.638298279794716
"negative",1,0.6541
"positive",1,0.638298279794716
"negative",1,1
"negative",1,1
"neutral",1,0.638298279794716
"negative",0.6578,0.6578
"negative",0.7014,0.7014
"positive",0.6763,0
"negative",1,1
"negative",1,1
"negative",1,0.3469
"negative",1,1
"negative",1,1
"negative",1,0.6777
"negative",1,1
"neutral",0.3485,0
"negative",1,0.3526
"positive",0.6498,0.638298279794716
"negative",1,1
"negative",1,1
"negative",0.7052,0.3808
"negative",1,1
"neutral",1,0.638298279794716
"negative",1,0.6113
"negative",1,0.6576
"negative",1,1
"negative",1,0.3587
"negative",1,0.6326
"negative",1,1
"negative",1,1
"negative",1,0.6553
"negative",1,0.3455
"positive",1,0.638298279794716
"negative",0.664,0.664
"negative",0.6466,0.3313
"negative",1,1
"negative",0.6817,0.6817
"negative",1,0.3645
"neutral",0.6421,0
"neutral",1,0.638298279794716
"negative",1,0.72
"negative",1,1
"positive",1,0.638298279794716
"positive",0.6537,0
"negative",1,0.657
"negative",1,0.6905
"negative",1,1
"negative",1,0.3702
"negative",1,0.3399
"negative",1,0.6562
"neutral",0.6579,0
"positive",1,0.638298279794716
"negative",0.6897,0.6897
"negative",1,1
"neutral",1,0.638298279794716
"negative",1,0.6475
"negative",0.6751,0.3649
"positive",1,0.638298279794716
"negative",1,0.3535
"neutral",0.7152,0
"positive",1,0.638298279794716
"negative",1,1
"negative",1,0.708
"negative",1,1
"negative",1,0.3726
"negative",1,0.3364
"negative",1,0.6702
"negative",1,0.6685
"negative",1,0.6575
"neutral",0.6655,0
"neutral",1,0.638298279794716
"negative",1,1
"negative",1,0.6591
"negative",1,1
"negative",1,0.6867
"negative",1,1
"positive",0.6983,0.638298279794716
"negative",1,0.6874
"negative",1,1
"neutral",1,0.638298279794716
"positive",1,0.638298279794716
"neutral",0.6576,0
"negative",1,1
"negative",1,1
"negative",0.7125,0.7125
"negative",1,1
"positive",0.6826,0
"negative",0.6796,0.3474
"negative",1,1
"positive",0.6709,0.638298279794716
"negative",1,0.3855
"neutral",0.6834,0
"negative",1,0.6878
"negative",1,1
"positive",1,0.638298279794716
"negative",1,1
"negative",0.6867,0.372
"positive",1,0.638298279794716
"neutral",1,0.638298279794716
"neutral",1,0.638298279794716
"positive",1,0.638298279794716
"negative",1,0.6841
"negative",1,0.6974
"positive",1,0.638298279794716
"negative",1,1
"negative",1,1
"positive",1,0.638298279794716
"neutral",1,0.638298279794716
"neutral",0.6409,0
"negative",1,1
"positive",0.6604,0.638298279794716
"neutral",1,0.638298279794716
"positive",1,0.638298279794716
"negative",1,0.6422
"negative",1,0.6873
"neutral",1,0.638298279794716
"negative",1,0.7188
"neutral",1,0.638298279794716
"negative",1,1
"negative",1,0.6909
"negative",1,0.6671
"negative",0.6379,0.3578
"positive",1,0.638298279794716
"negative",1,1
"negative",1,1
"negative",1,0.6651
"negative",1,0.6584
"negative",1,0.6246
"negative",1,1
"negative",0.6448,0.6448
"negative",0.7031,0.7031
"negative",1,1
"positive",1,0.638298279794716
"negative",1,1
"negative",1,0.6688
"negative",1,1
"negative",1,1
"negative",0.6326,0.6326
"negative",1,0.6404
"positive",0.6391,0
"negative",1,0.3482
"negative",1,0.6326
"positive",0.6713,0.638298279794716
"neutral",1,0.638298279794716
"neutral",1,0.638298279794716
"positive",1,0.638298279794716
"negative",1,0.3831
"negative",1,0.3652
"negative",1,1
"negative",1,1
"negative",1,0.3455
"negative",1,1
"positive",1,0.638298279794716
"negative",1,0.6454
"positive",1,0.638298279794716
"positive",1,0.638298279794716
"positive",0.714,0.638298279794716
"negative",1,0.6905
"negative",1,1
"negative",1,0.6509
"negative",1,1
"positive",1,0.638298279794716
"negative",1,1
"negative",1,0.6812
"negative",1,0.7044
"positive",1,0.638298279794716
"negative",1,1
"neutral",0.7145,0
"negative",1,0.3409
"neutral",1,0.638298279794716
"neutral",1,0.638298279794716
"neutral",1,0.638298279794716
"positive",0.7107,0.638298279794716
"negative",0.6984,0.3764
"neutral",1,0.638298279794716
"negative",1,1
"negative",1,1
"negative",0.683,0.3812
"negative",1,0.7078
"neutral",1,0.638298279794716
"negative",1,1
"positive",1,0.638298279794716
"negative",1,0.3408
"negative",1,0.7276
"negative",1,0.6685
"positive",1,0.638298279794716
"negative",1,1
"negative",1,0.3422
"negative",1,1
"negative",1,1
"negative",1,1
"negative",1,0.6877
"neutral",1,0.638298279794716
"positive",1,0.638298279794716
"negative",1,1
"negative",1,1
"neutral",1,0.638298279794716
"negative",1,1
"positive",0.6795,0.638298279794716
"negative",1,1
"negative",1,0.3807
"negative",1,0.638
"negative",1,1
"neutral",0.6697,0
"neutral",1,0.638298279794716
"positive",1,0.638298279794716
"negative",0.6494,0.6494
"negative",1,1
"negative",1,1
"positive",1,0.638298279794716
"neutral",1,0.638298279794716
"negative",0.6546,0.6546
"negative",1,0.652
"negative",0.6606,0.6606
"negative",1,1
"neutral",0.6602,0.638298279794716
"neutral",0.6399,0.638298279794716
"negative",1,1
"negative",1,1
"negative",1,1
"negative",1,0.6402
"negative",1,0.3408
"negative",1,1
"negative",1,1
"negative",1,1
"positive",1,0.638298279794716
"negative",1,0.374
"negative",1,0.6274
"negative",0.6961,0.6961
"negative",0.6955,0.6955
"negative",1,0.7282
"positive",0.671,0
"positive",1,0.638298279794716
"negative",1,1
"negative",1,1
"negative",1,1
"negative",1,1
"negative",1,1
"neutral",0.6431,0
"negative",1,0.3641
"negative",1,0.6736
"negative",1,1
"negative",1,0.6628
"negative",1,1
"negative",0.6397,0.3567
"negative",1,0.6687
"positive",0.6594,0
"negative",1,1
"neutral",1,0.638298279794716
"negative",1,0.6212
"neutral",1,0.638298279794716
"negative",1,1
"neutral",0.6732,0
"negative",0.6938,0.6938
"negative",1,0.3658
"negative",1,0.3659
"neutral",1,0.638298279794716
"positive",0.6789,0.638298279794716
"negative",0.6751,0.6751
"negative",1,0.3405
"neutral",1,0.638298279794716
"neutral",1,0.638298279794716
"negative",1,1
"negative",1,0.7201
"neutral",0.662,0
"negative",1,0.6864
"negative",1,1
"negative",1,0.65
"negative",1,1
"negative",0.6752,0.6752
"negative",0.6914,0.6914
"negative",1,0.3699
"neutral",1,0.638298279794716
"negative",1,1
"negative",0.6878,0.3444
"positive",1,0.638298279794716
"negative",1,0.6822
"negative",1,1
"negative",1,1
"positive",0.6721,0.638298279794716
"negative",1,1
"negative",1,0.6424
"negative",1,0.7019
"negative",1,0.6825
"negative",1,1
"neutral",1,0.638298279794716
"negative",1,1
"negative",1,1
"negative",1,0.6572
"negative",1,1
"negative",1,1
"positive",1,0.638298279794716
"negative",1,1
"positive",1,0.638298279794716
"neutral",1,0.638298279794716
"negative",1,0.3855
"negative",0.6606,0.6606
"negative",1,0.6505
"negative",1,1
"negative",1,1
"negative",0.6488,0.3346
"negative",1,0.6668
"negative",0.6694,0.3451
"negative",1,0.6592
"negative",1,1
"negative",1,1
"negative",0.6864,0.3523
"negative",1,1
"negative",1,1
"negative",1,0.7201
"negative",1,1
"negative",1,1
"negative",1,0.66
"negative",1,0.3547
"negative",0.7123,0.7123
"negative",1,1
"neutral",0.7282,0
"negative",1,0.6737
"neutral",0.6671,0
"neutral",0.6337,0
"neutral",1,0.638298279794716
"negative",0.6782,0.3493
"negative",1,1
"negative",1,0.6972
"negative",1,0.6795
"negative",0.6707,0.6707
"negative",0.7063,0.3666
"positive",1,0.638298279794716
"negative",1,1
"negative",1,0.6343
"negative",1,1
"negative",0.6753,0.6753
"negative",1,0.6532
"negative",1,0.3605
"negative",1,0.6801
"negative",1,0.6379
"negative",1,0.6471
"negative",1,0.6666
"negative",1,0.7083
"negative",1,0.6703
"negative",1,0.7127
"negative",1,1
"neutral",0.6979,0
"negative",1,1
"negative",1,0.6604
"negative",1,0.6412
"negative",1,0.3512
"neutral",1,0.638298279794716
"negative",1,0.3667
"negative",1,0.6753
"negative",1,1
"negative",1,0.666
"positive",1,0.638298279794716
"neutral",0.6958,0
"negative",1,0.6782
"positive",0.6787,0.638298279794716
"neutral",1,0.638298279794716
"negative",0.6448,0.6448
"negative",1,0.6513
"negative",1,1
"positive",1,0.638298279794716
"negative",1,0.6411
"negative",1,1
"negative",1,1
"negative",1,1
"positive",0.6753,0
"negative",0.6592,0.6592
"negative",1,1
"neutral",0.6633,0
"neutral",1,0.638298279794716
"positive",0.6942,0
"negative",1,1
"negative",0.6325,0.3405
"negative",1,1
"negative",1,1
"negative",1,0.6482
"negative",0.6608,0.3469
"neutral",1,0.638298279794716
"neutral",0.6385,0
"negative",1,1
"negative",1,1
"negative",1,1
"negative",1,1
"negative",1,0.6685
"negative",0.6933,0.6933
"negative",1,1
"neutral",0.3528,0
"negative",1,0.6668
"neutral",0.6906,0
"positive",1,0.638298279794716
"negative",1,0.6883
"negative",1,1
"negative",1,0.6556
"negative",0.6966,0.3614
"negative",0.6847,0.6847
"negative",1,0.6887
"negative",1,0.6646
"negative",1,0.6905
"neutral",1,0.638298279794716
"neutral",1,0.638298279794716
"negative",1,1
"negative",1,0.6659
"negative",1,0.3703
"negative",1,1
"negative",0.6275,0.3166
"neutral",0.6475,0
"negative",1,1
"negative",0.6678,0.6678
"negative",1,0.7094
"negative",1,1
"negative",1,1
"negative",1,1
"negative",1,1
"neutral",1,0.638298279794716
"negative",1,0.6787
"negative",1,1
"neutral",0.6663,0
"positive",1,0.638298279794716
"neutral",0.6459,0
"negative",0.6686,0.3367
"negative",1,1
"negative",1,0.6611
"neutral",1,0.638298279794716
"negative",1,1
"negative",1,1
"negative",0.6711,0.3479
"negative",1,0.6593
"negative",1,0.6409
"negative",0.6528,0.3611
"negative",1,0.6576
"negative",1,1
"positive",1,0.638298279794716
"neutral",1,0.638298279794716
"negative",1,0.7091
"positive",0.6858,0.638298279794716
"positive",0.7029,0
"neutral",0.7124,0
"negative",0.3684,0.3684
"negative",1,0.3605
"positive",0.7127,0
"negative",0.6792,0.3656
"negative",1,1
"negative",1,0.6927
"negative",1,1
"neutral",0.6646,0
"neutral",0.6496,0
"neutral",0.6928,0
"negative",1,0.6864
"negative",1,0.6619
"negative",1,0.3363
"negative",1,1
"negative",0.6578,0.6578
"negative",1,0.6761
"negative",1,1
"negative",1,1
"neutral",1,0.638298279794716
"negative",1,1
"negative",1,1
"negative",1,1
"positive",1,0.638298279794716
"negative",1,0.6569
"negative",1,1
"neutral",0.6735,0
"negative",1,0.6382
"negative",1,1
"negative",1,1
"negative",1,1
"negative",1,1
"neutral",0.6616,0
"positive",1,0.638298279794716
"negative",0.6592,0.3442
"negative",1,1
"positive",0.6533,0.638298279794716
"negative",1,1
"neutral",1,0.638298279794716
"negative",0.6594,0.3373
"negative",1,0.6533
"negative",1,0.7225
"negative",1,0.6501
"negative",1,0.6899
"negative",0.6438,0.3406
"positive",1,0.638298279794716
"negative",1,0.6955
"negative",1,0.6355
"negative",1,1
"negative",1,0.3514
"negative",1,1
"neutral",0.6534,0
"negative",0.7107,0.7107
"positive",0.6807,0.638298279794716
"negative",1,1
"negative",1,1
"negative",1,1
"positive",1,0.638298279794716
"negative",1,1
"neutral",0.7175,0
"negative",1,1
"negative",1,1
"negative",1,1
"negative",1,1
"negative",1,0.659
"negative",1,1
"negative",1,0.6791
"negative",1,1
"negative",1,0.6509
"negative",1,0.3726
"negative",1,1
"negative",1,0.6575
"negative",1,0.7167
"neutral",0.6599,0.638298279794716
"positive",1,0.638298279794716
"negative",1,0.6879
"negative",1,1
"negative",1,0.714
"neutral",1,0.638298279794716
"negative",1,0.66
"negative",1,1
"negative",1,1
"negative",1,0.705
"positive",1,0.638298279794716
"negative",1,0.6551
"negative",0.6774,0.6774
"negative",1,0.3642
"negative",0.6801,0.3424
"negative",1,1
"negative",1,1
"negative",1,0.6753
"negative",0.6831,0.3873
"negative",1,1
"negative",1,1
"negative",1,0.6709
"negative",1,1
"negative",1,1
"negative",1,1
"negative",1,0.7225
"positive",0.6845,0
"negative",1,0.6878
"negative",1,1
"negative",1,1
"negative",1,1
"negative",1,1
"positive",1,0.638298279794716
"positive",1,0.638298279794716
"negative",1,0.6684
"negative",1,0.6697
"neutral",1,0.638298279794716
"neutral",0.6852,0
"negative",1,0.6839
"negative",1,0.3487
"positive",0.6588,0
"neutral",0.6436,0
"positive",1,0.638298279794716
"negative",1,0.6834
"negative",1,0.6414
"negative",1,0.6681
"negative",1,1
"negative",1,1
"negative",1,0.6894
"negative",1,1
"negative",1,1
"negative",1,1
"neutral",0.6549,0
"negative",1,1
"negative",1,1
"negative",0.6732,0.3405
"negative",1,0.6627
"negative",1,0.6364
"negative",1,0.6708
"negative",1,0.6531
"negative",1,1
"negative",1,1
"neutral",0.3512,0
"positive",1,0.638298279794716
"negative",1,1
"negative",0.655,0.3352
"negative",1,0.698
"negative",1,1
"negative",1,0.6798
"negative",1,0.664
"negative",1,0.6707
"neutral",0.6815,0.638298279794716
"neutral",1,0.638298279794716
"negative",1,0.6615
"negative",1,0.5193
"negative",1,1
"negative",1,0.6715
"negative",0.6678,0.3518
"negative",1,1
"negative",1,1
"negative",1,0.362
"negative",1,0.6824
"negative",1,1
"negative",1,1
"negative",1,0.3538
"negative",1,1
"negative",1,0.6627
"negative",1,0.6516
"negative",1,0.6733
"negative",1,0.6812
"positive",1,0.638298279794716
"positive",1,0.638298279794716
"negative",1,0.6283
"negative",1,0.6422
"positive",0.6623,0
"negative",1,0.6648
"negative",1,1
"negative",1,1
"neutral",0.6872,0
"negative",1,1
"negative",1,1
"negative",1,1
"negative",1,0.6679
"neutral",0.6849,0
"neutral",0.6452,0.638298279794716
"negative",1,0.6673
"negative",1,1
"negative",1,1
"negative",1,0.6315
"negative",1,0.6834
"positive",1,0.638298279794716
"negative",0.6543,0.6543
"negative",1,1
"neutral",1,0.638298279794716
"positive",1,0.638298279794716
"negative",0.6372,0.6372
"negative",1,1
"neutral",0.6591,0
"neutral",1,0.638298279794716
"negative",1,0.6459
"negative",0.6336,0.6336
"neutral",1,0.638298279794716
"negative",1,0.6775
"negative",1,0.3521
"negative",1,1
"negative",1,1
"negative",0.6372,0.3293
"negative",1,1
"negative",1,0.6955
